indiv,year,lwage,educ,exper,exper2,union,pub,married,black,hispanic
2173,1982,1.233744979,12,4,16,0,0,0,0,0
2173,1983,1.204113126,12,5,25,0,0,1,0,0
2173,1984,1.307852983,12,6,36,0,0,1,0,0
2173,1985,1.47827971,12,7,49,0,1,1,0,0
2173,1986,1.458212137,12,8,64,0,0,1,0,0
2173,1987,1.649769783,12,9,81,0,0,1,0,0
2180,1980,1.188704252,10,2,4,0,0,0,0,0
2180,1981,1.48573935,10,3,9,0,0,0,0,0
2180,1982,1.22340858,10,4,16,0,0,0,0,0
2180,1983,1.64744854,10,5,25,0,0,0,0,0
2180,1984,1.800329447,10,6,36,0,0,1,0,0
2180,1985,1.871322274,10,7,49,0,0,1,0,0
2180,1986,1.832206488,10,8,64,0,0,1,0,0
2180,1987,1.975562096,10,9,81,0,0,1,0,0
2183,1980,1.387374997,13,1,1,0,0,0,0,0
2183,1981,1.464856625,13,2,4,0,0,0,0,0
2183,1982,1.273565888,13,3,9,0,0,0,0,0
2183,1983,1.443047166,13,4,16,0,0,1,0,0
2183,1984,1.631253123,13,5,25,0,0,1,0,0
2183,1985,1.948283315,13,6,36,0,0,1,0,0
2183,1986,2.06208539,13,7,49,0,0,1,0,0
2183,1987,2.127762794,13,8,64,0,0,1,0,0
2216,1980,1.64645052,12,1,1,0,0,1,0,0
2216,1981,1.094869256,12,2,4,0,0,1,0,0
2216,1982,2.092913628,12,3,9,0,0,0,0,0
2216,1983,1.387717605,12,4,16,0,0,0,0,0
2216,1984,1.845065355,12,5,25,1,0,1,0,0
2216,1985,2.171426773,12,6,36,0,0,1,0,0
2216,1986,2.341966391,12,7,49,0,0,0,0,0
2216,1987,2.015887737,12,8,64,0,0,1,0,0
2220,1980,1.957223892,14,2,4,1,0,0,0,0
2220,1981,1.727465153,14,3,9,1,0,0,0,0
2220,1982,2.058228254,14,4,16,1,0,0,0,0
2220,1983,2.390386343,14,5,25,0,0,1,0,0
2220,1984,2.429760695,14,6,36,1,0,1,0,0
2220,1985,2.629008055,14,7,49,0,0,0,0,0
2220,1986,2.342639208,14,8,64,0,0,0,0,0
2220,1987,2.400075436,14,9,81,0,1,1,0,0
2227,1980,1.091324568,12,3,9,0,0,1,0,0
2227,1981,1.445717812,12,4,16,0,0,1,0,0
2227,1982,1.450552702,12,5,25,1,0,1,0,0
2227,1983,1.478549957,12,6,36,0,0,1,0,0
2227,1984,1.549015045,12,7,49,0,0,1,0,0
2227,1985,1.47827971,12,8,64,0,0,1,0,0
2227,1986,1.494579792,12,9,81,0,0,0,0,0
2227,1987,1.589145184,12,10,100,1,0,1,0,0
2264,1980,1.056437373,12,2,4,0,0,0,1,0
2264,1981,1.029619455,12,3,9,0,0,0,1,0
2264,1982,1.381417394,12,4,16,1,0,0,1,0
2264,1983,1.437728047,12,5,25,1,0,0,1,0
2264,1984,1.618007898,12,6,36,1,0,0,1,0
2264,1985,-0.5937817097,12,7,49,0,0,0,1,0
2264,1986,1.640533686,12,8,64,0,0,1,1,0
2264,1987,1.649769783,12,9,81,1,0,1,1,0
2306,1980,1.649739265,9,3,9,0,0,0,0,0
2306,1981,-0.4054650962,9,4,16,0,0,1,0,0
2306,1982,1.005805254,9,5,25,0,0,1,0,0
2306,1983,1.152693629,9,6,36,0,0,1,0,0
2306,1984,1.421092868,9,7,49,0,0,1,0,0
2306,1985,1.273485303,9,8,64,1,0,1,0,0
2306,1986,1.238150239,9,9,81,0,0,1,0,0
2306,1987,1.706928253,9,10,100,0,0,1,0,0
2312,1980,1.637381673,13,2,4,0,0,1,0,0
2312,1981,1.719438791,13,3,9,0,0,1,0,0
2312,1982,1.926892161,13,4,16,0,0,1,0,0
2312,1983,1.99213171,13,5,25,0,0,1,0,0
2312,1984,2.176564932,13,6,36,0,0,0,0,0
2312,1985,2.071103096,13,7,49,0,0,0,0,0
2312,1986,2.401301146,13,8,64,0,0,0,0,0
2312,1987,2.342916965,13,9,81,0,0,0,0,0
2314,1980,2.035786152,12,5,25,0,0,0,0,0
2314,1981,1.929380894,12,6,36,0,0,0,0,0
2314,1982,1.898800373,12,7,49,0,0,0,0,0
2314,1983,2.088315487,12,8,64,0,1,1,0,0
2314,1984,2.023473024,12,9,81,1,0,1,0,0
2314,1985,2.011084318,12,10,100,1,0,1,0,0
2314,1986,2.074398279,12,11,121,1,0,1,0,0
2314,1987,2.055234909,12,12,144,1,1,1,0,0
2329,1980,1.379098415,14,1,1,0,0,1,0,0
2329,1981,1.76317203,14,2,4,0,0,1,0,0
2329,1982,2.108060598,14,3,9,0,0,1,0,0
2329,1983,1.811384916,14,4,16,0,0,1,0,0
2329,1984,1.743170977,14,5,25,0,0,1,0,0
2329,1985,1.947356939,14,6,36,0,0,1,0,0
2329,1986,2.137335539,14,7,49,0,0,1,0,0
2329,1987,1.812896132,14,8,64,0,0,1,0,0
2335,1980,1.567888141,12,5,25,0,0,0,0,0
2335,1981,1.539057136,12,6,36,0,0,0,0,0
2335,1982,1.285038233,12,7,49,0,0,0,0,0
2335,1983,1.437728047,12,8,64,0,0,0,0,0
2335,1984,1.762589097,12,9,81,0,0,0,0,0
2335,1985,1.514647365,12,10,100,0,0,0,0,0
2335,1986,1.494579792,12,11,121,0,0,0,0,0
2335,1987,1.301463127,12,12,144,0,0,1,0,0
2341,1980,0.9020411968,11,2,4,0,0,0,0,0
2341,1981,1.078809619,11,3,9,1,0,0,0,0
2341,1982,1.562516212,11,4,16,1,0,0,0,0
2341,1983,1.844167352,11,5,25,1,0,0,0,0
2341,1984,1.905689955,11,6,36,1,0,0,0,0
2341,1985,2.062377453,11,7,49,1,0,0,0,0
2341,1986,2.166461468,11,8,64,1,0,0,0,0
2341,1987,2.360254049,11,9,81,1,0,0,0,0
2351,1980,1.224856019,11,2,4,0,0,0,1,0
2351,1981,0.9346398711,11,3,9,0,0,0,1,0
2351,1982,1.105123401,11,4,16,0,0,0,1,0
2351,1983,1.440295458,11,5,25,0,0,0,1,0
2351,1984,1.208278298,11,6,36,0,0,0,1,0
2351,1985,0.9550315738,11,7,49,0,0,0,1,0
2351,1986,1.554003239,11,8,64,0,0,0,1,0
2351,1987,1.494834542,11,9,81,0,0,0,1,0
2386,1980,1.197268009,10,2,4,1,0,0,0,1
2386,1981,0.6295856833,10,3,9,1,0,0,0,1
2386,1982,0.5838037133,10,4,16,0,0,0,0,1
2386,1983,0.9254098535,10,5,25,0,0,0,0,1
2386,1984,1.112001538,10,6,36,0,0,0,0,1
2386,1985,1.075613737,10,7,49,0,0,0,0,1
2386,1986,1.476225495,10,8,64,0,0,0,0,1
2386,1987,1.528573871,10,9,81,0,0,1,0,1
2401,1980,1.186690092,12,5,25,1,0,1,0,0
2401,1981,1.306251645,12,6,36,1,0,1,0,0
2401,1982,1.735641479,12,7,49,1,0,1,0,0
2401,1983,1.682248116,12,8,64,0,0,1,0,0
2401,1984,1.872977614,12,9,81,1,0,1,0,0
2401,1985,1.90598309,12,10,100,1,0,1,0,0
2401,1986,2.026607513,12,11,121,1,0,0,0,0
2401,1987,2.006702423,12,12,144,0,0,0,0,0
2413,1980,2.18573904,12,4,16,1,0,0,0,0
2413,1981,2.190016508,12,5,25,1,0,0,0,0
2413,1982,2.18925643,12,6,36,1,0,1,0,0
2413,1983,2.102063417,12,7,49,1,0,1,0,0
2413,1984,2.143361568,12,8,64,1,0,1,0,0
2413,1985,2.113796473,12,9,81,1,0,1,0,0
2413,1986,2.179110289,12,10,100,1,0,1,0,0
2413,1987,2.282292366,12,11,121,1,0,1,0,0
2421,1980,1.378739595,12,3,9,0,0,0,0,0
2421,1981,1.049822092,12,4,16,0,0,0,0,0
2421,1982,1.312424541,12,5,25,0,0,0,0,0
2421,1983,1.228377819,12,6,36,0,0,1,0,0
2421,1984,1.143549919,12,7,49,0,0,1,0,0
2421,1985,1.266992807,12,8,64,0,0,1,0,0
2421,1986,1.126232386,12,9,81,0,0,1,0,0
2421,1987,1.067848325,12,10,100,0,0,1,0,0
2445,1980,1.462527633,12,4,16,1,0,1,0,0
2445,1981,1.547506928,12,5,25,0,0,0,0,0
2445,1982,1.335057855,12,6,36,0,0,1,0,0
2445,1983,1.219329476,12,7,49,0,0,1,0,0
2445,1984,1.47832191,12,8,64,0,0,1,0,0
2445,1985,2.021294355,12,9,81,0,0,1,0,0
2445,1986,1.734704137,12,10,100,0,0,1,0,0
2445,1987,1.785409689,12,11,121,0,0,1,0,0
2451,1980,1.602150202,12,2,4,0,0,1,0,0
2451,1981,1.634755731,12,3,9,0,0,1,0,0
2451,1982,1.739293575,12,4,16,0,0,1,0,0
2451,1983,1.781120658,12,5,25,0,0,1,0,0
2451,1984,1.805086613,12,6,36,0,0,1,0,0
2451,1985,2.09965682,12,7,49,0,0,1,0,0
2451,1986,2.066472292,12,8,64,0,0,1,0,0
2451,1987,1.930071831,12,9,81,0,0,1,0,0
2494,1980,0.3398260772,13,4,16,0,0,0,0,0
2494,1981,0.7121953964,13,5,25,0,0,1,0,0
2494,1982,1.144321203,13,6,36,1,1,1,0,0
2494,1983,0.9807901382,13,7,49,0,1,1,0,0
2494,1984,1.58879137,13,8,64,1,1,1,0,0
2494,1985,1.821450472,13,9,81,1,1,1,0,0
2494,1986,1.964917898,13,10,100,1,1,1,0,0
2494,1987,1.989130855,13,11,121,1,1,1,0,0
2508,1980,1.918003201,13,3,9,0,0,0,0,0
2508,1981,1.847848892,13,4,16,0,0,1,0,0
2508,1982,1.973172903,13,5,25,0,0,1,0,0
2508,1983,2.101274729,13,6,36,0,0,1,0,0
2508,1984,2.04545188,13,7,49,0,0,1,0,0
2508,1985,2.110339165,13,8,64,0,0,1,0,0
2508,1986,2.087185621,13,9,81,0,0,1,0,0
2508,1987,2.076887608,13,10,100,0,0,1,0,0
2535,1980,1.711226225,12,4,16,1,0,1,0,0
2535,1981,1.655593634,12,5,25,1,0,1,0,0
2535,1982,1.680933952,12,6,36,0,0,1,0,0
2535,1983,1.562670588,12,7,49,0,0,1,0,0
2535,1984,1.641203403,12,8,64,0,0,1,0,0
2535,1985,1.535849571,12,9,81,0,0,1,0,0
2535,1986,1.563572645,12,10,100,1,0,1,0,0
2535,1987,1.61899817,12,11,121,0,0,1,0,0
2540,1980,0.9486405253,10,2,4,0,0,0,0,0
2540,1981,1.06738615,10,3,9,0,0,0,0,0
2540,1982,1.275468826,10,4,16,1,0,0,0,0
2540,1983,1.219725847,10,5,25,0,0,0,0,0
2540,1984,1.069441915,10,6,36,0,0,0,0,0
2540,1985,1.244687915,10,7,49,0,0,1,0,0
2540,1986,1.030274153,10,8,64,0,0,1,0,0
2540,1987,1.44160974,10,9,81,0,0,1,0,0
2685,1980,1.840041637,13,2,4,0,0,0,0,0
2685,1981,1.798149228,13,3,9,0,0,0,0,0
2685,1982,2.098899126,13,4,16,0,0,0,0,0
2685,1983,2.267007351,13,5,25,0,0,0,0,0
2685,1984,2.369423866,13,6,36,0,0,0,0,0
2685,1985,2.39605093,13,7,49,0,0,0,0,0
2685,1986,2.452834606,13,8,64,0,0,0,0,0
2685,1987,2.577756643,13,9,81,0,0,0,0,0
2711,1980,1.219386578,12,2,4,1,0,1,0,0
2711,1981,1.295188785,12,3,9,0,0,1,0,0
2711,1982,1.039369226,12,4,16,1,0,0,0,0
2711,1983,1.115515947,12,5,25,0,0,0,0,0
2711,1984,1.233050704,12,6,36,1,0,0,0,0
2711,1985,1.36049664,12,7,49,0,0,1,0,0
2711,1986,1.570746899,12,8,64,0,0,0,0,0
2711,1987,1.589145184,12,9,81,1,0,0,0,0
2718,1980,2.14114666,11,3,9,1,0,1,1,0
2718,1981,2.15615654,11,4,16,1,0,1,1,0
2718,1982,2.262211084,11,5,25,1,0,0,1,0
2718,1983,2.285025835,11,6,36,1,0,0,1,0
2718,1984,2.436318159,11,7,49,1,0,0,1,0
2718,1985,2.309577227,11,8,64,1,0,0,1,0
2718,1986,2.352030039,11,9,81,1,0,0,1,0
2718,1987,2.313064098,11,10,100,1,0,0,1,0
2721,1980,1.543309689,9,6,36,0,0,1,0,0
2721,1981,1.562185049,9,7,49,0,0,1,0,0
2721,1982,1.502950788,9,8,64,1,0,1,0,0
2721,1983,0.880941987,9,9,81,0,0,1,0,0
2721,1984,0.2311127186,9,10,100,1,0,1,0,0
2721,1985,1.20086658,9,11,121,0,0,1,0,0
2721,1986,0.9096462131,9,12,144,0,0,1,0,0
2721,1987,1.02070117,9,13,169,0,0,1,0,0
2733,1980,0.7548524141,12,4,16,0,0,0,1,0
2733,1981,1.088661909,12,5,25,0,0,0,1,0
2733,1982,1.017158866,12,6,36,1,0,1,1,0
2733,1983,0.9897032976,12,7,49,0,0,1,1,0
2733,1984,1.010018468,12,8,64,1,0,1,1,0
2733,1985,1.05376637,12,9,81,0,0,1,1,0
2733,1986,0.9250136614,12,10,100,0,0,1,1,0
2733,1987,0.902428925,12,11,121,0,0,1,1,0
2741,1980,1.447999597,12,5,25,0,0,1,0,0
2741,1981,1.347073674,12,6,36,0,0,1,0,0
2741,1982,1.285038233,12,7,49,0,0,1,0,0
2741,1983,1.350716591,12,8,64,0,0,1,0,0
2741,1984,1.43568635,12,9,81,1,0,1,0,0
2741,1985,1.44053936,12,10,100,0,0,1,0,0
2741,1986,1.628111124,12,11,121,0,0,1,0,0
2741,1987,1.67875731,12,12,144,0,0,1,0,0
2745,1980,1.788325429,12,3,9,0,0,0,0,0
2745,1981,1.683545828,12,4,16,1,0,0,0,0
2745,1982,1.872824907,12,5,25,0,0,0,0,0
2745,1983,1.660871625,12,6,36,0,0,1,0,0
2745,1984,1.618007898,12,7,49,0,0,1,0,0
2745,1985,1.648178697,12,8,64,0,0,1,0,0
2745,1986,1.688735843,12,9,81,0,0,0,0,0
2745,1987,1.760995507,12,10,100,0,0,0,0,0
2751,1980,1.602150202,12,4,16,1,0,0,1,0
2751,1981,1.570217252,12,5,25,0,0,1,1,0
2751,1982,1.667688727,12,6,36,1,0,1,1,0
2751,1983,1.35486722,12,7,49,1,0,1,1,0
2751,1984,1.51870966,12,8,64,1,0,1,1,0
2751,1985,1.514647365,12,9,81,1,0,1,1,0
2751,1986,1.745894194,12,10,100,0,0,1,1,0
2751,1987,1.952050686,12,11,121,1,0,1,1,0
2774,1980,1.978627801,14,3,9,0,0,1,0,0
2774,1981,2.14907527,14,4,16,0,0,1,0,0
2774,1982,2.297708035,14,5,25,0,0,1,0,0
2774,1983,2.085754871,14,6,36,0,0,1,0,0
2774,1984,2.186403275,14,7,49,0,0,1,0,0
2774,1985,2.011084318,14,8,64,0,0,1,0,0
2774,1986,2.03357625,14,9,81,0,0,1,0,0
2774,1987,1.907598972,14,10,100,0,0,1,0,0
2801,1980,1.109545112,10,2,4,1,0,0,0,0
2801,1981,1.281934381,10,3,9,0,0,1,0,0
2801,1982,1.253878117,10,4,16,0,0,1,0,0
2801,1983,1.265068412,10,5,25,0,0,0,0,0
2801,1984,1.26133287,10,6,36,0,0,0,0,0
2801,1985,1.273736119,10,7,49,0,0,1,0,0
2801,1986,1.37168169,10,8,64,0,0,1,0,0
2801,1987,1.524296522,10,9,81,1,0,1,0,0
2813,1980,0.6240821481,13,2,4,0,0,1,0,0
2813,1981,1.261551499,13,3,9,0,0,1,0,0
2813,1982,1.627618909,13,4,16,0,0,1,0,0
2813,1983,1.622289896,13,5,25,0,0,1,0,0
2813,1984,1.620272875,13,6,36,0,0,1,0,0
2813,1985,1.595732212,13,7,49,0,0,1,0,0
2813,1986,1.71772337,13,8,64,0,0,1,0,0
2813,1987,1.631644011,13,9,81,0,0,1,0,0
2833,1980,1.891334891,12,2,4,0,0,1,0,0
2833,1981,1.788906455,12,3,9,0,0,1,0,0
2833,1982,1.835084558,12,4,16,0,0,1,0,0
2833,1983,1.887906313,12,5,25,0,0,1,0,0
2833,1984,1.84700644,12,6,36,0,0,1,0,0
2833,1985,1.888943911,12,7,49,0,0,1,0,0
2833,1986,1.922810793,12,8,64,0,0,1,0,0
2833,1987,1.833490968,12,9,81,0,0,1,0,0
2839,1980,1.55487895,13,3,9,0,0,0,0,0
2839,1981,1.647178292,13,4,16,0,0,0,0,0
2839,1982,1.686495304,13,5,25,0,0,0,0,0
2839,1983,1.640532851,13,6,36,0,0,0,0,0
2839,1984,1.743170977,13,7,49,0,0,0,0,0
2839,1985,2.026055813,13,8,64,0,0,0,0,0
2839,1986,1.946564913,13,9,81,0,0,0,0,0
2839,1987,1.973556876,13,10,100,0,0,0,0,0
2842,1980,1.4792521,13,4,16,0,0,0,0,0
2842,1981,1.825711727,13,5,25,0,0,0,0,0
2842,1982,1.69149363,13,6,36,0,0,0,0,0
2842,1983,1.808791757,13,7,49,0,0,0,0,0
2842,1984,1.98256731,13,8,64,0,0,0,0,0
2842,1985,1.983113647,13,9,81,0,0,0,0,0
2842,1986,2.826184273,13,10,100,0,0,0,0,0
2842,1987,2.411125183,13,11,121,0,0,0,0,0
2866,1980,1.336850286,9,3,9,0,1,0,0,0
2866,1981,1.494378805,9,4,16,1,0,1,0,0
2866,1982,2.040753603,9,5,25,0,0,1,0,0
2866,1983,1.99297297,9,6,36,0,0,1,0,0
2866,1984,1.93921268,9,7,49,0,0,1,0,0
2866,1985,2.088662863,9,8,64,0,0,1,0,0
2866,1986,2.284576893,9,9,81,0,0,1,0,0
2866,1987,1.936704278,9,10,100,0,0,1,0,0
2868,1980,2.29360199,13,3,9,1,0,0,0,0
2868,1981,1.565736651,13,4,16,0,0,0,0,0
2868,1982,1.812652946,13,5,25,0,0,0,0,0
2868,1983,1.898543239,13,6,36,0,0,1,0,0
2868,1984,2.007620811,13,7,49,0,0,1,0,0
2868,1985,2.143556595,13,8,64,0,0,1,0,0
2868,1986,3.397526026,13,9,81,0,0,1,0,0
2868,1987,2.071349621,13,10,100,0,0,1,0,0
2874,1980,0.3789327145,9,4,16,0,0,0,0,1
2874,1981,1.07513988,9,5,25,0,0,0,0,1
2874,1982,0.746522665,9,6,36,0,0,0,0,1
2874,1983,1.206616282,9,7,49,0,0,0,0,1
2874,1984,1.185723662,9,8,64,0,0,0,0,1
2874,1985,1.32739675,9,9,81,0,0,0,0,1
2874,1986,1.198237777,9,10,100,0,0,0,0,1
2874,1987,1.408656836,9,11,121,0,0,0,0,1
2916,1980,1.18403399,12,2,4,0,0,0,0,0
2916,1981,1.718663931,12,3,9,0,0,0,0,0
2916,1982,1.696498394,12,4,16,0,0,0,0,0
2916,1983,1.725410104,12,5,25,0,0,0,0,0
2916,1984,1.975124478,12,6,36,0,0,0,0,0
2916,1985,0.9419309497,12,7,49,0,0,0,0,0
2916,1986,1.420471787,12,8,64,0,0,0,0,0
2916,1987,1.646477699,12,9,81,0,0,0,0,0
2951,1980,1.162724257,9,6,36,0,0,0,1,0
2951,1981,1.203972816,9,7,49,0,0,0,1,0
2951,1982,1.080877185,9,8,64,0,0,0,1,0
2951,1983,0.8325663805,9,9,81,0,0,0,1,0
2951,1984,1.182237387,9,10,100,0,0,0,1,0
2951,1985,1.36049664,9,11,121,0,0,0,1,0
2951,1986,1.357177019,9,12,144,0,0,0,1,0
2951,1987,1.381505847,9,13,169,0,0,0,1,0
2980,1980,1.666561246,15,2,4,0,0,1,0,0
2980,1981,1.337504148,15,3,9,0,0,1,0,0
2980,1982,1.372461081,15,4,16,0,0,1,0,0
2980,1983,1.57787466,15,5,25,0,0,1,0,0
2980,1984,1.114503384,15,6,36,0,0,1,0,0
2980,1985,1.70801878,15,7,49,0,0,1,0,0
2980,1986,1.800527215,15,8,64,0,0,1,0,0
2980,1987,1.960708737,15,9,81,0,0,1,0,0
2994,1980,1.304898739,12,3,9,0,0,0,0,0
2994,1981,1.316560984,12,4,16,0,0,0,0,0
2994,1982,1.731809616,12,5,25,0,0,1,0,0
2994,1983,1.531015992,12,6,36,0,0,1,0,0
2994,1984,1.920217991,12,7,49,0,0,1,0,0
2994,1985,1.578365684,12,8,64,0,0,1,0,0
2994,1986,2.050057411,12,9,81,0,0,1,0,0
2994,1987,1.946507215,12,10,100,0,0,1,0,0
2997,1980,1.40020895,12,3,9,0,0,0,0,0
2997,1981,1.625932217,12,4,16,0,0,0,0,0
2997,1982,1.907714367,12,5,25,0,0,0,0,0
2997,1983,1.705051064,12,6,36,0,0,0,0,0
2997,1984,1.818678617,12,7,49,0,0,0,0,0
2997,1985,1.772908926,12,8,64,0,0,1,0,0
2997,1986,1.723421335,12,9,81,0,0,1,0,0
2997,1987,2.043400526,12,10,100,0,0,1,0,0
3017,1980,1.458102822,14,1,1,1,0,0,0,0
3017,1981,1.760079145,14,2,4,1,0,1,0,0
3017,1982,1.788678169,14,3,9,1,0,1,0,0
3017,1983,2.052928448,14,4,16,1,0,1,0,0
3017,1984,2.436478376,14,5,25,0,0,1,0,0
3017,1985,2.901422501,14,6,36,0,0,1,0,0
3017,1986,3.079569578,14,7,49,0,0,1,0,0
3017,1987,2.624699354,14,8,64,0,0,1,0,0
3037,1980,2.068576097,12,4,16,1,1,0,0,0
3037,1981,2.158003807,12,5,25,1,1,1,0,0
3037,1982,2.201328993,12,6,36,1,1,1,0,0
3037,1983,2.09265399,12,7,49,1,1,1,0,0
3037,1984,2.475538969,12,8,64,1,1,1,0,0
3037,1985,2.216985941,12,9,81,1,1,1,0,0
3037,1986,2.267264843,12,10,100,1,1,1,0,0
3037,1987,2.277177334,12,11,121,1,1,1,0,0
3059,1980,1.863935947,12,5,25,1,0,0,0,0
3059,1981,1.61710608,12,6,36,1,0,0,0,0
3059,1982,1.86695981,12,7,49,1,0,0,0,0
3059,1983,1.782387495,12,8,64,1,0,0,0,0
3059,1984,1.868831873,12,9,81,1,0,1,0,0
3059,1985,1.803320646,12,10,100,1,0,1,0,0
3059,1986,1.66559422,12,11,121,1,0,1,0,0
3059,1987,1.71697855,12,12,144,1,0,1,0,0
3062,1980,2.14114666,15,2,4,0,0,0,0,0
3062,1981,2.201488972,15,3,9,0,0,0,0,0
3062,1982,2.181126356,15,4,16,0,0,0,0,0
3062,1983,2.267007351,15,5,25,0,0,0,0,0
3062,1984,2.421503067,15,6,36,0,0,0,0,0
3062,1985,2.430938005,15,7,49,0,0,0,0,0
3062,1986,2.583622694,15,8,64,0,0,0,0,0
3062,1987,2.649536371,15,9,81,0,0,0,0,0
3100,1980,1.515658259,12,4,16,0,1,1,0,0
3100,1981,1.293766975,12,5,25,0,1,1,0,0
3100,1982,1.367688537,12,6,36,0,1,1,0,0
3100,1983,1.676213026,12,7,49,0,1,1,0,0
3100,1984,1.975542426,12,8,64,1,1,1,0,0
3100,1985,2.133686543,12,9,81,1,1,1,0,0
3100,1986,2.113619089,12,10,100,1,1,1,0,0
3100,1987,2.183852434,12,11,121,1,1,1,0,0
3102,1980,0.5911322832,12,1,1,0,0,0,0,0
3102,1981,0.6889891624,12,2,4,0,0,0,0,0
3102,1982,0.84678334,12,3,9,0,0,0,0,0
3102,1983,1.19252193,12,4,16,0,0,0,0,0
3102,1984,0.9618112445,12,5,25,0,0,0,0,0
3102,1985,0.8861319423,12,6,36,0,0,0,0,0
3102,1986,1.000118136,12,7,49,0,0,0,0,0
3102,1987,1.723409414,12,8,64,0,0,0,0,0
3127,1980,0.4836515486,10,2,4,0,0,0,0,0
3127,1981,0.03045920841,10,3,9,0,0,0,0,0
3127,1982,0.6876821518,10,4,16,0,0,0,0,0
3127,1983,0.6755879521,10,5,25,0,0,0,0,0
3127,1984,0.6465371847,10,6,36,0,0,0,0,0
3127,1985,0.9550315738,10,7,49,0,0,0,0,0
3127,1986,1.563572645,10,8,64,0,0,0,0,0
3127,1987,1.301463127,10,9,81,0,0,1,0,0
3136,1980,1.630321145,12,3,9,1,0,0,0,0
3136,1981,1.934860349,12,4,16,1,1,0,0,0
3136,1982,1.926892161,12,5,25,1,1,0,0,0
3136,1983,1.620049596,12,6,36,1,1,0,0,0
3136,1984,2.04545188,12,7,49,1,1,0,0,0
3136,1985,2.133686543,12,8,64,1,1,0,0,0
3136,1986,1.946564913,12,9,81,1,1,0,0,0
3136,1987,2.035432339,12,10,100,1,1,0,0,0
3137,1980,1.978243232,14,2,4,0,0,0,0,0
3137,1981,1.743809938,14,3,9,0,0,0,0,0
3137,1982,1.929395318,14,4,16,0,0,0,0,0
3137,1983,2.06103158,14,5,25,0,0,0,0,0
3137,1984,2.264564991,14,6,36,0,0,1,0,0
3137,1985,2.152734756,14,7,49,0,0,0,0,0
3137,1986,2.289509773,14,8,64,0,0,0,0,0
3137,1987,2.313064098,14,9,81,0,0,0,0,0
3138,1980,1.602733135,12,4,16,1,0,0,0,0
3138,1981,2.199400902,12,5,25,1,0,0,0,0
3138,1982,1.608244181,12,6,36,1,0,0,0,0
3138,1983,1.378008723,12,7,49,0,0,0,0,0
3138,1984,1.854396582,12,8,64,1,0,0,0,0
3138,1985,1.514647365,12,9,81,0,0,0,0,0
3138,1986,1.661633849,12,10,100,0,1,0,0,0
3138,1987,2.374757528,12,11,121,1,0,0,0,0
3140,1980,1.740221262,13,3,9,0,0,0,0,0
3140,1981,1.853757858,13,4,16,0,0,0,0,0
3140,1982,1.925999641,13,5,25,0,0,1,0,0
3140,1983,2.010763884,13,6,36,0,0,1,0,0
3140,1984,2.016823292,13,7,49,0,0,1,0,0
3140,1985,2.046675205,13,8,64,0,0,1,0,0
3140,1986,2.23849225,13,9,81,0,0,1,0,0
3140,1987,2.245722294,13,10,100,0,0,1,0,0
3193,1980,0.9163473248,11,2,4,0,0,0,0,0
3193,1981,1.449234128,11,3,9,0,0,0,0,0
3193,1982,1.926892161,11,4,16,0,0,0,0,0
3193,1983,2.043863773,11,5,25,0,0,0,0,0
3193,1984,2.148636103,11,6,36,0,0,0,0,0
3193,1985,2.171426773,11,7,49,0,0,1,0,0
3193,1986,2.239912748,11,8,64,0,0,1,0,0
3193,1987,2.282292366,11,9,81,0,0,1,0,0
3196,1980,1.978627801,12,3,9,1,0,0,0,0
3196,1981,1.934860349,12,4,16,1,0,0,0,0
3196,1982,1.818555236,12,5,25,1,0,0,0,0
3196,1983,1.94354105,12,6,36,1,0,0,0,0
3196,1984,1.86663723,12,7,49,1,0,0,0,0
3196,1985,2.019397497,12,8,64,1,0,0,0,0
3196,1986,1.943085432,12,9,81,1,0,0,0,0
3196,1987,1.553184271,12,10,100,0,0,0,0,0
3200,1980,1.496352792,8,7,49,1,0,0,0,0
3200,1981,1.778060675,8,8,64,1,0,0,0,0
3200,1982,1.832701802,8,9,81,1,0,0,0,0
3200,1983,1.97295928,8,10,100,1,0,0,0,0
3200,1984,1.028619885,8,11,121,1,0,0,0,0
3200,1985,1.493841767,8,12,144,0,0,0,0,0
3200,1986,1.340429068,8,13,169,0,0,0,0,0
3200,1987,1.900299668,8,14,196,0,0,1,0,0
3202,1980,1.790993571,12,3,9,1,0,0,0,0
3202,1981,1.847109556,12,4,16,1,0,0,0,0
3202,1982,1.680650353,12,5,25,1,0,1,0,0
3202,1983,1.777760386,12,6,36,1,0,1,0,0
3202,1984,1.789452791,12,7,49,1,0,1,0,0
3202,1985,1.79336071,12,8,64,1,0,1,0,0
3202,1986,2.192090511,12,9,81,1,0,1,0,0
3202,1987,1.844475389,12,10,100,1,0,1,0,0
3207,1980,1.69604373,12,4,16,0,0,1,0,0
3207,1981,1.586090565,12,5,25,0,0,1,0,0
3207,1982,1.562669992,12,6,36,0,0,1,0,0
3207,1983,1.577489972,12,7,49,0,0,1,0,0
3207,1984,1.584106326,12,8,64,0,0,1,0,0
3207,1985,1.391749263,12,9,81,0,0,1,0,0
3207,1986,1.602793336,12,10,100,0,0,1,0,0
3207,1987,1.614857554,12,11,121,0,0,1,0,0
3208,1980,1.876348972,12,3,9,1,0,0,0,0
3208,1981,1.820501924,12,4,16,1,0,1,0,0
3208,1982,1.872125864,12,5,25,1,0,1,0,0
